JLCPCB Part #;MFR Part #;Library;Manufacturer;Stock;Price (1pc);Price (100pcs);Price (1000pcs);Datasheet URL;Power Rating;Type;Voltage Rating;Temperature Coefficient;Tolerance;Value;Footprint;Dielectric
C22940;0603WAF2401T5E;Basic;uni-royal(uniroyal elec);736980;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23667-0603WAF2401T5E/C22940;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;2.4k;603;
C22950;0603WAF200JT5E;Basic;uni-royal(uniroyal elec);936106;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23677-0603WAF200JT5E/C22950;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;20Ω;603;
C22961;0603WAF2203T5E;Basic;uni-royal(uniroyal elec);743215;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23688-0603WAF2203T5E/C22961;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;220k;603;
C22962;0603WAF2200T5E;Basic;uni-royal(uniroyal elec);2460185;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23689-0603WAF2200T5E/C22962;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;220Ω;603;
C22966;0603WAF2700T5E;Basic;uni-royal(uniroyal elec);350572;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23693-0603WAF2700T5E/C22966;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;270Ω;603;
C22967;0603WAF2702T5E;Basic;uni-royal(uniroyal elec);733724;$0.0011;$0.0008;;https://www.lcsc.com/partdetail/23694-0603WAF2702T5E/C22967;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;27k;603;
C22975;0603WAF2001T5E;Basic;uni-royal(uniroyal elec);7871788;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23702-0603WAF2001T5E/C22975;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;2k;603;
C22976;0603WAF2004T5E;Basic;uni-royal(uniroyal elec);655492;$0.0014;$0.0009;;https://www.lcsc.com/partdetail/23703-0603WAF2004T5E/C22976;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;2M;603;
C22977;0603WAF200KT5E;Basic;uni-royal(uniroyal elec);961698;$0.0015;$0.0009;;https://www.lcsc.com/partdetail/23704-0603WAF200KT5E/C22977;100mW;Thick Film Resistors;75V;±200ppm/℃;±1%;2Ω;603;
C22978;0603WAF3301T5E;Basic;uni-royal(uniroyal elec);2492065;$0.0009;$0.0006;;https://www.lcsc.com/partdetail/23705-0603WAF3301T5E/C22978;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;3.3k;603;
C22980;0603WAF3601T5E;Basic;uni-royal(uniroyal elec);361820;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23707-0603WAF3601T5E/C22980;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;3.6k;603;
C22984;0603WAF3002T5E;Basic;uni-royal(uniroyal elec);1629178;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23711-0603WAF3002T5E/C22984;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;30k;603;
C23018;0603WAF3901T5E;Basic;uni-royal(uniroyal elec);501816;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23745-0603WAF3901T5E/C23018;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;3.9k;603;
C23024;0603WAF3003T5E;Basic;uni-royal(uniroyal elec);848885;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23751-0603WAF3003T5E/C23024;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;300k;603;
C23025;0603WAF3000T5E;Basic;uni-royal(uniroyal elec);573869;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23752-0603WAF3000T5E/C23025;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;300Ω;603;
C23046;0603WAF4991T5E;Basic;uni-royal(uniroyal elec);703827;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23773-0603WAF4991T5E/C23046;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;4.99k;603;
C23137;0603WAF3303T5E;Basic;uni-royal(uniroyal elec);989173;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23864-0603WAF3303T5E/C23137;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;330k;603;
C23138;0603WAF3300T5E;Basic;uni-royal(uniroyal elec);1996274;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23865-0603WAF3300T5E/C23138;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;330Ω;603;
C23140;0603WAF330JT5E;Basic;uni-royal(uniroyal elec);2162475;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23867-0603WAF330JT5E/C23140;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;33Ω;603;
C23151;0603WAF3900T5E;Basic;uni-royal(uniroyal elec);376678;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23878-0603WAF3900T5E/C23151;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;390Ω;603;
C23153;0603WAF3902T5E;Basic;uni-royal(uniroyal elec);713494;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23880-0603WAF3902T5E/C23153;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;39k;603;
C23162;0603WAF4701T5E;Basic;uni-royal(uniroyal elec);5354624;$0.0011;$0.0006;;https://www.lcsc.com/partdetail/23889-0603WAF4701T5E/C23162;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;4.7k;603;
C23164;0603WAF470KT5E;Basic;uni-royal(uniroyal elec);533286;$0.0015;$0.0009;;https://www.lcsc.com/partdetail/23891-0603WAF470KT5E/C23164;100mW;Thick Film Resistors;75V;±400ppm/℃;±1%;4.7Ω;603;
C23178;0603WAF4703T5E;Basic;uni-royal(uniroyal elec);932143;$0.0010;$0.0006;;https://www.lcsc.com/partdetail/23905-0603WAF4703T5E/C23178;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;470k;603;
C23179;0603WAF4700T5E;Basic;uni-royal(uniroyal elec);1929158;$0.0011;$0.0008;;https://www.lcsc.com/partdetail/23906-0603WAF4700T5E/C23179;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;470Ω;603;
C23182;0603WAF470JT5E;Basic;uni-royal(uniroyal elec);1033102;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23909-0603WAF470JT5E/C23182;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;47Ω;603;
C23184;0603WAF4992T5E;Basic;uni-royal(uniroyal elec);731793;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23911-0603WAF4992T5E/C23184;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;49.9k;603;
C23185;0603WAF499JT5E;Basic;uni-royal(uniroyal elec);681563;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23912-0603WAF499JT5E/C23185;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;49.9Ω;603;
C23186;0603WAF5101T5E;Basic;uni-royal(uniroyal elec);6597970;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23913-0603WAF5101T5E/C23186;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;5.1k;603;
C23189;0603WAF5601T5E;Basic;uni-royal(uniroyal elec);889039;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23916-0603WAF5601T5E/C23189;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;5.6k;603;
C23192;0603WAF5103T5E;Basic;uni-royal(uniroyal elec);962795;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23919-0603WAF5103T5E/C23192;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;510k;603;
C23193;0603WAF5100T5E;Basic;uni-royal(uniroyal elec);2393578;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23920-0603WAF5100T5E/C23193;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;510Ω;603;
C23196;0603WAF5102T5E;Basic;uni-royal(uniroyal elec);1463060;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23923-0603WAF5102T5E/C23196;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;51k;603;
C23197;0603WAF510JT5E;Basic;uni-royal(uniroyal elec);691394;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23924-0603WAF510JT5E/C23197;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;51Ω;603;
C23204;0603WAF5600T5E;Basic;uni-royal(uniroyal elec);438943;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23931-0603WAF5600T5E/C23204;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;560Ω;603;
C23206;0603WAF5602T5E;Basic;uni-royal(uniroyal elec);851868;$0.0011;$0.0008;;https://www.lcsc.com/partdetail/23933-0603WAF5602T5E/C23206;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;56k;603;
C23212;0603WAF6801T5E;Basic;uni-royal(uniroyal elec);977441;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23939-0603WAF6801T5E/C23212;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;6.8k;603;
C23228;0603WAF6800T5E;Basic;uni-royal(uniroyal elec);752639;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23955-0603WAF6800T5E/C23228;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;680Ω;603;
C23231;0603WAF6802T5E;Basic;uni-royal(uniroyal elec);331315;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23958-0603WAF6802T5E/C23231;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;68k;603;
C23234;0603WAF7501T5E;Basic;uni-royal(uniroyal elec);416255;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23961-0603WAF7501T5E/C23234;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;7.5k;603;
C23242;0603WAF7502T5E;Basic;uni-royal(uniroyal elec);1064539;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23969-0603WAF7502T5E/C23242;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;75k;603;
C23253;0603WAF8200T5E;Basic;uni-royal(uniroyal elec);355353;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23980-0603WAF8200T5E/C23253;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;820Ω;603;
C23254;0603WAF8202T5E;Basic;uni-royal(uniroyal elec);367271;$0.0011;$0.0007;;https://www.lcsc.com/partdetail/23981-0603WAF8202T5E/C23254;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;82k;603;
C23260;0603WAF9101T5E;Basic;uni-royal(uniroyal elec);390760;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/23987-0603WAF9101T5E/C23260;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;9.1k;603;
C23345;0603WAF220JT5E;Basic;uni-royal(uniroyal elec);2443605;$0.0009;$0.0006;;https://www.lcsc.com/partdetail/24078-0603WAF220JT5E/C23345;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;22Ω;603;
C23352;0603WAF2402T5E;Basic;uni-royal(uniroyal elec);757764;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/24085-0603WAF2402T5E/C23352;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;24k;603;
C25076;0402WGF1000TCE;Basic;uni-royal(uniroyal elec);2723279;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25819-0402WGF1000TCE/C25076;5mW;Thick Film Resistors;50V;±200ppm/℃;±1%;100Ω;402;
C25077;0402WGF100JTCE;Basic;uni-royal(uniroyal elec);2001060;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25820-0402WGF100JTCE/C25077;5mW;Thick Film Resistors;50V;±200ppm/℃;±1%;10Ω;402;
C25079;0402WGF1200TCE;Basic;uni-royal(uniroyal elec);452240;$0.0006;$0.0004;;https://www.lcsc.com/partdetail/25822-0402WGF1200TCE/C25079;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;120Ω;402;
C25087;0402WGF2000TCE;Basic;uni-royal(uniroyal elec);696124;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25830-0402WGF2000TCE/C25087;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;200Ω;402;
C25091;0402WGF2200TCE;Basic;uni-royal(uniroyal elec);735225;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25834-0402WGF2200TCE/C25091;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;220Ω;402;
C25092;0402WGF220JTCE;Basic;uni-royal(uniroyal elec);2519468;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25835-0402WGF220JTCE/C25092;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;22Ω;402;
C25104;0402WGF3300TCE;Basic;uni-royal(uniroyal elec);602133;$0.0006;$0.0004;;https://www.lcsc.com/partdetail/25847-0402WGF3300TCE/C25104;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;330Ω;402;
C25105;0402WGF330JTCE;Basic;uni-royal(uniroyal elec);1664589;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25848-0402WGF330JTCE/C25105;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;33Ω;402;
C25117;0402WGF4700TCE;Basic;uni-royal(uniroyal elec);1532575;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25860-0402WGF4700TCE/C25117;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;470Ω;402;
C25120;0402WGF499JTCE;Basic;uni-royal(uniroyal elec);621856;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25863-0402WGF499JTCE/C25120;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;49.9Ω;402;
C25123;0402WGF5100TCE;Basic;uni-royal(uniroyal elec);1113640;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/25866-0402WGF5100TCE/C25123;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;510Ω;402;
C25197;0603WAF510KT5E;Basic;uni-royal(uniroyal elec);1040962;$0.0016;$0.0010;;https://www.lcsc.com/partdetail/25940-0603WAF510KT5E/C25197;100mW;Thick Film Resistors;75V;±200ppm/℃;±1%;5.1Ω;603;
C25271;0805W8F100KT5E;Basic;uni-royal(uniroyal elec);563720;$0.0031;$0.0019;;https://www.lcsc.com/partdetail/26014-0805W8F100KT5E/C25271;125mW;Thick Film Resistors;150V;±400ppm/℃;±1%;1Ω;805;
C25334;1206W4F100LT5E;Basic;uni-royal(uniroyal elec);276597;$0.0048;$0.0025;;https://www.lcsc.com/partdetail/26077-1206W4F100LT5E/C25334;250mW;Thick Film Resistors;200V;±800ppm/℃;±1%;;1206;
C25741;0402WGF1003TCE;Basic;uni-royal(uniroyal elec);5554540;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26484-0402WGF1003TCE/C25741;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;100k;402;
C25744;0402WGF1002TCE;Basic;uni-royal(uniroyal elec);6791375;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26487-0402WGF1002TCE/C25744;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;10k;402;
C25752;0402WGF1202TCE;Basic;uni-royal(uniroyal elec);511691;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26495-0402WGF1202TCE/C25752;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;12k;402;
C25756;0402WGF1502TCE;Basic;uni-royal(uniroyal elec);894489;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26499-0402WGF1502TCE/C25756;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;15k;402;
C25764;0402WGF2003TCE;Basic;uni-royal(uniroyal elec);920166;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26507-0402WGF2003TCE/C25764;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;200k;402;
C25765;0402WGF2002TCE;Basic;uni-royal(uniroyal elec);1754163;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26508-0402WGF2002TCE/C25765;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;20k;402;
C25768;0402WGF2202TCE;Basic;uni-royal(uniroyal elec);670319;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26511-0402WGF2202TCE/C25768;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;22k;402;
C25779;0402WGF3302TCE;Basic;uni-royal(uniroyal elec);703951;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26522-0402WGF3302TCE/C25779;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;33k;402;
C25792;0402WGF4702TCE;Basic;uni-royal(uniroyal elec);1562186;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26535-0402WGF4702TCE/C25792;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;47k;402;
C25794;0402WGF5102TCE;Basic;uni-royal(uniroyal elec);1006704;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26537-0402WGF5102TCE/C25794;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;51k;402;
C25803;0603WAF1003T5E;Basic;uni-royal(uniroyal elec);7154504;$0.0010;$0.0005;;https://www.lcsc.com/partdetail/26546-0603WAF1003T5E/C25803;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;100k;603;
C25804;0603WAF1002T5E;Basic;uni-royal(uniroyal elec);42545821;$0.0009;$0.0006;;https://www.lcsc.com/partdetail/26547-0603WAF1002T5E/C25804;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;10k;603;
C25808;0603WAF1203T5E;Basic;uni-royal(uniroyal elec);695025;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/26551-0603WAF1203T5E/C25808;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;120k;603;
C25810;0603WAF1802T5E;Basic;uni-royal(uniroyal elec);539941;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/26553-0603WAF1802T5E/C25810;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;18k;603;
C25811;0603WAF2003T5E;Basic;uni-royal(uniroyal elec);1730847;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/26554-0603WAF2003T5E/C25811;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;200k;603;
C25819;0603WAF4702T5E;Basic;uni-royal(uniroyal elec);2450946;$0.0010;$0.0006;;https://www.lcsc.com/partdetail/26562-0603WAF4702T5E/C25819;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;47k;603;
C25867;0402WGF1501TCE;Basic;uni-royal(uniroyal elec);792401;$0.0006;$0.0004;;https://www.lcsc.com/partdetail/26610-0402WGF1501TCE/C25867;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;1.5k;402;
C25879;0402WGF2201TCE;Basic;uni-royal(uniroyal elec);1196008;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26622-0402WGF2201TCE/C25879;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;2.2k;402;
C25890;0402WGF3301TCE;Basic;uni-royal(uniroyal elec);994239;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26633-0402WGF3301TCE/C25890;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;3.3k;402;
C25900;0402WGF4701TCE;Basic;uni-royal(uniroyal elec);5556068;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26643-0402WGF4701TCE/C25900;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;4.7k;402;
C25905;0402WGF5101TCE;Basic;uni-royal(uniroyal elec);2593234;$0.0005;$0.0003;;https://www.lcsc.com/partdetail/26648-0402WGF5101TCE/C25905;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;5.1k;402;
C25981;0603WAF8201T5E;Basic;uni-royal(uniroyal elec);615185;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/26724-0603WAF8201T5E/C25981;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;8.2k;603;
C26010;0805W8F3301T5E;Basic;uni-royal(uniroyal elec);729877;$0.0018;$0.0012;;https://www.lcsc.com/partdetail/26753-0805W8F3301T5E/C26010;125mW;Thick Film Resistors;150V;±100ppm/℃;±1%;3.3k;805;
C26083;0402WGF1004TCE;Basic;uni-royal(uniroyal elec);1348738;$0.0006;$0.0003;;https://www.lcsc.com/partdetail/26826-0402WGF1004TCE/C26083;5mW;Thick Film Resistors;50V;±100ppm/℃;±1%;1M;402;
C27834;0805W8F5101T5E;Basic;uni-royal(uniroyal elec);1303388;$0.0018;$0.0012;;https://www.lcsc.com/partdetail/28584-0805W8F5101T5E/C27834;125mW;Thick Film Resistors;150V;±100ppm/℃;±1%;5.1k;805;
C28636;0805W8F5600T5E;Basic;uni-royal(uniroyal elec);218295;$0.0018;$0.0012;;https://www.lcsc.com/partdetail/29388-0805W8F5600T5E/C28636;125mW;Thick Film Resistors;150V;±100ppm/℃;±1%;560Ω;805;
C29718;4D03WGJ0103T5E;Basic;uni-royal(uniroyal elec);876783;$0.0055;$0.0035;;https://www.lcsc.com/partdetail/30472-4D03WGJ0103T5E/C29718;5mW;Resistor Networks;;±200ppm/℃;±5%;10k;603;
C31850;0603WAF2202T5E;Basic;uni-royal(uniroyal elec);1651995;$0.0010;$0.0007;;https://www.lcsc.com/partdetail/32812-0603WAF2202T5E/C31850;100mW;Thick Film Resistors;75V;±100ppm/℃;±1%;22k;603;
C149504;0805W8F1003T5E;Basic;uni-royal(uniroyal elec);2708006;$0.0018;$0.0012;;https://www.lcsc.com/partdetail/160838-0805W8F1003T5E/C149504;125mW;Thick Film Resistors;150V;±100ppm/℃;±1%;100k;805;
